,Path,Celebrity,Feature_Embedding
13567,/content/105_classes_pins_dataset/pins_Wentworth Miller/Wentworth Miller62_155.jpg,pins_Wentworth Miller,[0.32493156 0.10034765 0.01281933 ... 0.03931991 0.02446865 0.00484419]
13568,/content/105_classes_pins_dataset/pins_Wentworth Miller/Wentworth Miller153_47.jpg,pins_Wentworth Miller,[0.03769393 0.00199784 0.01033225 ... 0.027189   0.         0.02450739]
13569,/content/105_classes_pins_dataset/pins_Wentworth Miller/Wentworth Miller16_53.jpg,pins_Wentworth Miller,[0.13147849 0.07427854 0.11346223 ... 0.02475826 0.01092117 0.00999516]
13570,/content/105_classes_pins_dataset/pins_Wentworth Miller/Wentworth Miller104_6.jpg,pins_Wentworth Miller,[0.24278028 0.02173133 0.02805335 ... 0.04140192 0.0071017  0.01457867]
13571,/content/105_classes_pins_dataset/pins_Wentworth Miller/Wentworth Miller69_159.jpg,pins_Wentworth Miller,[0.05746879 0.00937369 0.0146904  ... 0.03266925 0.         0.01999714]
13572,/content/105_classes_pins_dataset/pins_Wentworth Miller/Wentworth Miller228_110.jpg,pins_Wentworth Miller,[0.36325085 0.00546776 0.03026986 ... 0.12164877 0.02467079 0.01483047]
13573,/content/105_classes_pins_dataset/pins_Wentworth Miller/Wentworth Miller203_93.jpg,pins_Wentworth Miller,[0.2968526  0.03919093 0.03360458 ... 0.02388273 0.02524594 0.00850262]
13574,/content/105_classes_pins_dataset/pins_Wentworth Miller/Wentworth Miller42_137.jpg,pins_Wentworth Miller,"[8.1994951e-02 2.4079403e-02 1.9424425e-02 ... 8.2510501e-02 2.2134611e-05
 4.2006750e-02]"
13575,/content/105_classes_pins_dataset/pins_Wentworth Miller/Wentworth Miller67_157.jpg,pins_Wentworth Miller,[0.30841163 0.02560948 0.0145812  ... 0.04693758 0.01027699 0.021508  ]
13576,/content/105_classes_pins_dataset/pins_Wentworth Miller/Wentworth Miller138_37.jpg,pins_Wentworth Miller,[0.07691015 0.08708877 0.07105795 ... 0.07048459 0.         0.01040887]
13577,/content/105_classes_pins_dataset/pins_Wentworth Miller/Wentworth Miller11_10.jpg,pins_Wentworth Miller,[0.11847971 0.09384889 0.11179775 ... 0.04281544 0.01087428 0.01372383]
13578,/content/105_classes_pins_dataset/pins_Wentworth Miller/Wentworth Miller131_32.jpg,pins_Wentworth Miller,[0.28663325 0.01171938 0.00105706 ... 0.10270659 0.09379711 0.01394851]
13579,/content/105_classes_pins_dataset/pins_Wentworth Miller/Wentworth Miller152_46.jpg,pins_Wentworth Miller,[0.06823759 0.02744517 0.         ... 0.04451658 0.         0.0100497 ]
13580,/content/105_classes_pins_dataset/pins_Wentworth Miller/Wentworth Miller17_62.jpg,pins_Wentworth Miller,[0.43187955 0.00351509 0.06247271 ... 0.14899288 0.00245578 0.01048339]
13581,/content/105_classes_pins_dataset/pins_Wentworth Miller/Wentworth Miller125_25.jpg,pins_Wentworth Miller,[0.47158644 0.00533615 0.03550185 ... 0.13532147 0.0093984  0.01497005]
13582,/content/105_classes_pins_dataset/pins_Wentworth Miller/Wentworth Miller124_24.jpg,pins_Wentworth Miller,[0.07825692 0.05046959 0.05679295 ... 0.01891257 0.00685988 0.01320737]
13583,/content/105_classes_pins_dataset/pins_Wentworth Miller/Wentworth Miller216_102.jpg,pins_Wentworth Miller,[0.01057952 0.         0.         ... 0.04082123 0.         0.01196858]
13584,/content/105_classes_pins_dataset/pins_Wentworth Miller/Wentworth Miller5_143.jpg,pins_Wentworth Miller,[0.2851696  0.01369021 0.01730921 ... 0.0643324  0.0066739  0.01665249]
13585,/content/105_classes_pins_dataset/pins_Wentworth Miller/Wentworth Miller56_148.jpg,pins_Wentworth Miller,[0.56057066 0.00528046 0.04641486 ... 0.22971304 0.         0.00883013]
13586,/content/105_classes_pins_dataset/pins_Wentworth Miller/Wentworth Miller156_50.jpg,pins_Wentworth Miller,[0.28404716 0.01511767 0.00181526 ... 0.11383436 0.09839191 0.0100196 ]
13587,/content/105_classes_pins_dataset/pins_Wentworth Miller/Wentworth Miller71_161.jpg,pins_Wentworth Miller,[0.32493156 0.10034765 0.01281933 ... 0.03931991 0.02446865 0.00484419]
13588,/content/105_classes_pins_dataset/pins_Wentworth Miller/Wentworth Miller241_121.jpg,pins_Wentworth Miller,[0.17175992 0.         0.00570999 ... 0.04094369 0.01913234 0.0071959 ]
13589,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor17_751.jpg,pins_Eliza Taylor,[0.2844417  0.00488782 0.02515015 ... 0.07008964 0.00333811 0.01692397]
13590,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor97_861.jpg,pins_Eliza Taylor,[0.24200343 0.01906932 0.00617008 ... 0.05653368 0.06365157 0.01452906]
13591,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor151_735.jpg,pins_Eliza Taylor,[0.02208462 0.03783717 0.05223273 ... 0.02255611 0.         0.00839762]
13592,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor34_824.jpg,pins_Eliza Taylor,[0.23376809 0.03084877 0.03589815 ... 0.05316368 0.040724   0.0111873 ]
13593,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor51_831.jpg,pins_Eliza Taylor,[0.1131762  0.02919424 0.01967191 ... 0.03882881 0.01004497 0.03677526]
13594,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor164_748.jpg,pins_Eliza Taylor,[0.05033552 0.0453389  0.04647951 ... 0.03612018 0.         0.02631384]
13595,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor195_771.jpg,pins_Eliza Taylor,[0.07628173 0.02264038 0.01133967 ... 0.08076187 0.         0.01662189]
13596,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor107_703.jpg,pins_Eliza Taylor,[0.04158349 0.01112312 0.01908644 ... 0.0350646  0.         0.02706598]
13597,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor105_702.jpg,pins_Eliza Taylor,[0.32493156 0.10034765 0.01281933 ... 0.03931991 0.02446865 0.00484419]
13598,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor132_723.jpg,pins_Eliza Taylor,"[3.0560871e-03 0.0000000e+00 3.4680172e-06 ... 3.1048585e-02 0.0000000e+00
 2.1076351e-02]"
13599,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor22_788.jpg,pins_Eliza Taylor,[0.0886358  0.01970877 0.02342269 ... 0.05709011 0.         0.04069325]
13600,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor77_852.jpg,pins_Eliza Taylor,[0.21315345 0.         0.         ... 0.04874614 0.05459517 0.01294911]
13601,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor2_772.jpg,pins_Eliza Taylor,[0.18609074 0.0320557  0.0520644  ... 0.0533455  0.03488326 0.02162171]
13602,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor188_760.jpg,pins_Eliza Taylor,[0.15080369 0.02076673 0.01724294 ... 0.07082096 0.00183952 0.04401609]
13603,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor205_779.jpg,pins_Eliza Taylor,[0.0412844  0.05608498 0.05293934 ... 0.03603911 0.         0.0264085 ]
13604,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor79_853.jpg,pins_Eliza Taylor,[0.05670416 0.03241251 0.04662798 ... 0.02869016 0.         0.01532015]
13605,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor217_785.jpg,pins_Eliza Taylor,[0.35669303 0.00088896 0.02466516 ... 0.0607089  0.00411361 0.0134044 ]
13606,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor206_780.jpg,pins_Eliza Taylor,[0.14015527 0.01860529 0.02763488 ... 0.05592082 0.000946   0.02588393]
13607,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor75_851.jpg,pins_Eliza Taylor,[0.07030718 0.01095184 0.0165879  ... 0.05539333 0.         0.05038444]
13608,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor205_776.jpg,pins_Eliza Taylor,[0.40807775 0.00986512 0.10902856 ... 0.01210556 0.0375665  0.01104569]
13609,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor149_733.jpg,pins_Eliza Taylor,[0.31362116 0.0258196  0.02465618 ... 0.04697971 0.01216427 0.01634927]
13610,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor205_777.jpg,pins_Eliza Taylor,[0.09322495 0.02800022 0.02340215 ... 0.03102584 0.00767267 0.02792824]
13611,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor26_813.jpg,pins_Eliza Taylor,[0.2615655  0.02075037 0.0116047  ... 0.04491464 0.01508325 0.01304886]
13612,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor29_820.jpg,pins_Eliza Taylor,[0.24762791 0.04320811 0.07365184 ... 0.02437817 0.01982899 0.00810763]
13613,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor125_715.jpg,pins_Eliza Taylor,[0.3962588  0.00834691 0.04087608 ... 0.09030163 0.02171377 0.01195939]
13614,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor132_722.jpg,pins_Eliza Taylor,[0.02928788 0.0039532  0.0107354  ... 0.         0.         0.01125038]
13615,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor122_713.jpg,pins_Eliza Taylor,[0.2386999  0.01282845 0.01277637 ... 0.04605713 0.03721308 0.0156924 ]
13616,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor153_738.jpg,pins_Eliza Taylor,[0.3105108  0.01927211 0.01706388 ... 0.05505294 0.0111679  0.02188068]
13617,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor172_752.jpg,pins_Eliza Taylor,[0.19255973 0.00735575 0.00821252 ... 0.02179356 0.00895663 0.00701746]
13618,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor242_805.jpg,pins_Eliza Taylor,[0.37467846 0.05413225 0.0264229  ... 0.04035835 0.02162812 0.00281163]
13619,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor92_858.jpg,pins_Eliza Taylor,[0.5068209  0.         0.06127164 ... 0.11066361 0.00225467 0.01617525]
13620,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor11_706.jpg,pins_Eliza Taylor,[0.203425   0.00242135 0.00561053 ... 0.03292346 0.04044347 0.00874378]
13621,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor53_833.jpg,pins_Eliza Taylor,[0.22621953 0.0151923  0.0056794  ... 0.05324591 0.05940075 0.01275399]
13622,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor246_808.jpg,pins_Eliza Taylor,[0.0633086  0.05811327 0.06346899 ... 0.09170207 0.00179643 0.0245535 ]
13623,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor135_725.jpg,pins_Eliza Taylor,[0.4862963  0.00412521 0.03338291 ... 0.1388549  0.01497359 0.01353673]
13624,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor129_718.jpg,pins_Eliza Taylor,[0.35358036 0.0042866  0.04618833 ... 0.1211948  0.00154254 0.01732243]
13625,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor223_791.jpg,pins_Eliza Taylor,[0.24245057 0.00550902 0.00625003 ... 0.05029041 0.04501844 0.02051747]
13626,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor232_799.jpg,pins_Eliza Taylor,"[4.2618933e-01 4.8781461e-03 2.4111209e-02 ... 1.5037102e-01 3.3885604e-04
 1.7098721e-02]"
13627,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor195_770.jpg,pins_Eliza Taylor,[0.03122718 0.01638927 0.013742   ... 0.02017877 0.         0.01212437]
13628,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor180_755.jpg,pins_Eliza Taylor,[0.03594612 0.06249881 0.05908254 ... 0.03798611 0.         0.02556713]
13629,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor19_764.jpg,pins_Eliza Taylor,[0.17651068 0.00198058 0.00969347 ... 0.01934254 0.00319322 0.01548703]
13630,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor0_700.jpg,pins_Eliza Taylor,[0.35828206 0.00109098 0.04945027 ... 0.12390693 0.         0.01220321]
13631,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor54_834.jpg,pins_Eliza Taylor,[0.31467232 0.02286458 0.01686761 ... 0.04168602 0.00996611 0.01906944]
13632,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor224_792.jpg,pins_Eliza Taylor,[0.04872381 0.00993392 0.01664044 ... 0.05526818 0.00096738 0.03128567]
13633,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor233_800.jpg,pins_Eliza Taylor,[0.04843961 0.03365311 0.03272581 ... 0.02170694 0.         0.00873514]
13634,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor182_757.jpg,pins_Eliza Taylor,[0.39417738 0.00640016 0.01339913 ... 0.02365821 0.02651601 0.01421975]
13635,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor187_759.jpg,pins_Eliza Taylor,[0.32730862 0.00079255 0.04065224 ... 0.09655483 0.         0.01291913]
13636,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor138_726.jpg,pins_Eliza Taylor,"[1.5600277e-01 1.0013050e-04 1.5894413e-02 ... 3.7274417e-02 5.2412706e-03
 9.0413755e-03]"
13637,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor220_789.jpg,pins_Eliza Taylor,[0.10857864 0.02360059 0.01404842 ... 0.10126168 0.00077485 0.0115599 ]
13638,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor242_804.jpg,pins_Eliza Taylor,[0.04292199 0.03274441 0.03497699 ... 0.04138928 0.         0.02721482]
13639,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor227_794.jpg,pins_Eliza Taylor,[0.0240583  0.02540601 0.04193485 ... 0.02713598 0.         0.01824183]
13640,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor176_753.jpg,pins_Eliza Taylor,[0.03574083 0.04305339 0.0456298  ... 0.03695973 0.         0.02901284]
13641,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor58_836.jpg,pins_Eliza Taylor,[0.15348656 0.01003458 0.03783857 ... 0.01060711 0.01190645 0.02226442]
13642,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor69_845.jpg,pins_Eliza Taylor,[0.566907   0.00464033 0.0334394  ... 0.21451707 0.         0.00842091]
13643,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor210_782.jpg,pins_Eliza Taylor,[0.08106816 0.01570604 0.00648955 ... 0.0931215  0.         0.00968785]
13644,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor39_826.jpg,pins_Eliza Taylor,[0.32493156 0.10034765 0.01281933 ... 0.03931991 0.02446865 0.00484419]
13645,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor55_835.jpg,pins_Eliza Taylor,[0.24360652 0.05264298 0.02813276 ... 0.03554122 0.0554716  0.00856405]
13646,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor38_825.jpg,pins_Eliza Taylor,[0.3428548  0.00885991 0.03206928 ... 0.22348486 0.00274532 0.02905906]
13647,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor165_749.jpg,pins_Eliza Taylor,[0.05529912 0.         0.01595224 ... 0.00386487 0.         0.03236241]
13648,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor143_729.jpg,pins_Eliza Taylor,[0.18351689 0.00218181 0.02416687 ... 0.02796415 0.         0.00836131]
13649,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor162_746.jpg,pins_Eliza Taylor,[0.49145925 0.0045049  0.0673025  ... 0.04509819 0.0114108  0.01290785]
13650,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor158_741.jpg,pins_Eliza Taylor,[0.5349334  0.00411058 0.03859973 ... 0.13309793 0.00261097 0.01268153]
13651,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor144_731.jpg,pins_Eliza Taylor,[0.02356135 0.00984451 0.00569715 ... 0.0618858  0.         0.01203524]
13652,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor27_817.jpg,pins_Eliza Taylor,[0.17363077 0.01174997 0.01122403 ... 0.01080698 0.01885269 0.00952636]
13653,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor228_795.jpg,pins_Eliza Taylor,[0.32017744 0.04565676 0.03272419 ... 0.02680294 0.02110861 0.00651378]
13654,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor219_787.jpg,pins_Eliza Taylor,[0.06510276 0.         0.01154874 ... 0.02661416 0.         0.02915083]
13655,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor132_721.jpg,pins_Eliza Taylor,[0.539722   0.00925572 0.06143206 ... 0.13555251 0.00273808 0.01410232]
13656,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor194_766.jpg,pins_Eliza Taylor,[0.03818721 0.00726402 0.0181042  ... 0.02690816 0.         0.01599603]
13657,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor74_850.jpg,pins_Eliza Taylor,[0.09227152 0.02610033 0.01815667 ... 0.08714196 0.         0.01579954]
13658,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor181_756.jpg,pins_Eliza Taylor,[0.01020465 0.         0.00706106 ... 0.01540098 0.         0.04418801]
13659,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor63_840.jpg,pins_Eliza Taylor,[0.15376067 0.01070584 0.01935244 ... 0.05468116 0.0022904  0.03064948]
13660,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor245_807.jpg,pins_Eliza Taylor,[0.29950622 0.10874894 0.01097593 ... 0.02879072 0.01464359 0.00365841]
13661,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor93_859.jpg,pins_Eliza Taylor,[0.4578921  0.00613288 0.04755043 ... 0.17830849 0.         0.01138756]
13662,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor153_737.jpg,pins_Eliza Taylor,[0.30269057 0.01456326 0.01754094 ... 0.06015738 0.01144655 0.02385483]
13663,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor59_837.jpg,pins_Eliza Taylor,[0.0576247  0.0287859  0.02751065 ... 0.06865373 0.         0.05452425]
13664,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor115_709.jpg,pins_Eliza Taylor,[0.365847   0.00703186 0.04296719 ... 0.08715365 0.00911473 0.01600916]
13665,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor156_739.jpg,pins_Eliza Taylor,[0.32493156 0.10034765 0.01281933 ... 0.03931991 0.02446865 0.00484419]
13666,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor215_784.jpg,pins_Eliza Taylor,[0.22651727 0.01794078 0.0289538  ... 0.02772318 0.01125697 0.02002364]
13667,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor8_854.jpg,pins_Eliza Taylor,[0.07506368 0.02333928 0.02471302 ... 0.07005873 0.00021176 0.05992234]
13668,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor23_797.jpg,pins_Eliza Taylor,[0.21765654 0.00549999 0.01272016 ... 0.0421949  0.01166138 0.00872802]
13669,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor73_849.jpg,pins_Eliza Taylor,[0.20220116 0.03203704 0.02931148 ... 0.18151343 0.00318967 0.04286093]
13670,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor188_761.jpg,pins_Eliza Taylor,[0.06996312 0.00903529 0.01410684 ... 0.04450326 0.         0.03180972]
13671,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor91_857.jpg,pins_Eliza Taylor,[0.23296139 0.01041457 0.01269639 ... 0.04613463 0.0227215  0.01444606]
13672,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor157_740.jpg,pins_Eliza Taylor,[0.25549942 0.00072762 0.03149509 ... 0.07333224 0.0028943  0.0169118 ]
13673,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor60_838.jpg,pins_Eliza Taylor,"[4.7069028e-01 2.9282840e-03 6.1626133e-02 ... 1.3981345e-01 1.2807944e-04
 1.0434008e-02]"
13674,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor201_774.jpg,pins_Eliza Taylor,[0.06660434 0.0254719  0.01350738 ... 0.04858331 0.         0.02852536]
13675,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor195_769.jpg,pins_Eliza Taylor,[0.09386027 0.0418132  0.02141608 ... 0.05322853 0.0055405  0.02507908]
13676,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor44_828.jpg,pins_Eliza Taylor,[0.45464033 0.02364514 0.0833132  ... 0.06324178 0.01760314 0.01556714]
13677,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor68_844.jpg,pins_Eliza Taylor,[0.26696762 0.03668394 0.03629727 ... 0.06600337 0.03762452 0.01124722]
13678,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor26_815.jpg,pins_Eliza Taylor,[0.2296212  0.         0.02527592 ... 0.05192244 0.00582772 0.02281909]
13679,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor200_773.jpg,pins_Eliza Taylor,"[1.2740438e-01 7.0495205e-03 1.0908684e-04 ... 0.0000000e+00 3.3501796e-02
 1.3250896e-02]"
13680,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor26_812.jpg,pins_Eliza Taylor,[0.13335165 0.04673416 0.09642782 ... 0.0166701  0.01936412 0.00957279]
13681,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor26_814.jpg,pins_Eliza Taylor,[0.02920695 0.02501837 0.03503759 ... 0.02645117 0.         0.01276011]
13682,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor3_821.jpg,pins_Eliza Taylor,[0.04202552 0.01016824 0.0153279  ... 0.05041695 0.         0.02951295]
13683,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor159_742.jpg,pins_Eliza Taylor,[0.06786335 0.         0.03097189 ... 0.00063355 0.         0.09096566]
13684,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor52_832.jpg,pins_Eliza Taylor,[0.31674984 0.0091012  0.01607668 ... 0.05179266 0.01585317 0.01568888]
13685,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor226_793.jpg,pins_Eliza Taylor,[0.06187993 0.05541658 0.0569972  ... 0.04069106 0.         0.02297317]
13686,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor195_768.jpg,pins_Eliza Taylor,[0.10639744 0.0207993  0.02666833 ... 0.02901226 0.0029244  0.02172842]
13687,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor108_704.jpg,pins_Eliza Taylor,[0.4170733  0.01218079 0.04058042 ... 0.09718199 0.04137497 0.00897985]
13688,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor185_758.jpg,pins_Eliza Taylor,[0.22496797 0.01939066 0.04312031 ... 0.07884108 0.03257177 0.02836616]
13689,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor96_860.jpg,pins_Eliza Taylor,[0.16825205 0.04329567 0.0056943  ... 0.01009773 0.00166047 0.00793704]
13690,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor239_803.jpg,pins_Eliza Taylor,[0.06918117 0.02974829 0.02023606 ... 0.03042942 0.00351603 0.02945521]
13691,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor33_823.jpg,pins_Eliza Taylor,"[6.8447456e-02 9.8492419e-05 1.2386680e-02 ... 3.3205658e-02 0.0000000e+00
 2.7332749e-02]"
13692,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor13_719.jpg,pins_Eliza Taylor,[0.13251686 0.03253418 0.02472272 ... 0.04358353 0.0191944  0.03446252]
13693,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor163_747.jpg,pins_Eliza Taylor,[0.24010634 0.01943487 0.01274039 ... 0.04872525 0.01379037 0.01131567]
13694,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor138_727.jpg,pins_Eliza Taylor,[0.08898873 0.         0.         ... 0.07459798 0.00832367 0.01612185]
13695,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor21_781.jpg,pins_Eliza Taylor,[0.28433615 0.01787042 0.01283514 ... 0.04082024 0.03798105 0.01580183]
13696,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor242_806.jpg,pins_Eliza Taylor,[0.13618134 0.05573364 0.04378146 ... 0.16709507 0.00299108 0.045541  ]
13697,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor134_724.jpg,pins_Eliza Taylor,[0.34423718 0.0744759  0.01815929 ... 0.01635523 0.01861253 0.00344963]
13698,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor168_750.jpg,pins_Eliza Taylor,[0.16901156 0.02885845 0.04144368 ... 0.10265598 0.00484233 0.02996633]
13699,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor15_734.jpg,pins_Eliza Taylor,[0.04921727 0.03228954 0.02761891 ... 0.10161191 0.         0.05399821]
13700,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor16_743.jpg,pins_Eliza Taylor,[0.15103841 0.03347254 0.0541806  ... 0.04597599 0.02513697 0.02289105]
13701,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor145_732.jpg,pins_Eliza Taylor,[0.02955655 0.         0.00871803 ... 0.01508818 0.         0.05131075]
13702,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor64_841.jpg,pins_Eliza Taylor,[0.39950934 0.01835076 0.02935629 ... 0.09598669 0.05501447 0.00953692]
13703,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor123_714.jpg,pins_Eliza Taylor,[0.39012766 0.00224982 0.0310276  ... 0.10508668 0.00176469 0.01355931]
13704,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor26_816.jpg,pins_Eliza Taylor,[0.2452882  0.00392861 0.01307437 ... 0.04814817 0.02736504 0.02283509]
13705,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor162_745.jpg,pins_Eliza Taylor,[0.5531272  0.01115898 0.06405371 ... 0.18307659 0.         0.01031531]
13706,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor160_744.jpg,pins_Eliza Taylor,[0.06996312 0.00903529 0.01410684 ... 0.04450326 0.         0.03180972]
13707,/content/105_classes_pins_dataset/pins_Eliza Taylor/Eliza Taylor205_778.jpg,pins_Eliza Taylor,[0.19662575 0.03547377 0.04278649 ... 0.0738603  0.03816726 0.01620116]
